order_id,customer_id,order_date,delivery_date,status,payment_method,total_amount,shipping_charges,discount_applied,city,promo_code
ORD0014419,CUST000980,2024-07-20,2024-08-04,,upi,62125.51,,19909.6,Kolkata,
ORD0014420,CUST000675,2024/24/05,2024-06-01,CANCELLED,COD,129281.78,294.94,5729.16,Mumbai,SALE59
ORD0014421,CUST004073,2026-04-05,,CANCELLED,Cash on Delivery,66748.22,456.78,17245.03,Hyderabad,
ORD0014422,CUST001358,2023-07-31,15-08-2023,In Transit,EMI,85831.95,199.87,29054.36,Pune,
ORD0014423,CUST001746,2024-10-21,2024-10-22,,Card,21698.07,-50,1484.26,Hyderabad,
ORD0014424,CUST002075,2024-07-12,2024-07-25,canceled,Cod,102147.87,60.04,,lucknow,
ORD0014425,CUST009472,2023-06-24,2023-06-27,delivered,Net Banking,37804.59,443.26,14908.29,Pune,
ORD0014426,CUST006772,26-12-2024,2025-01-09,cancelled,credit card,28694.69,188.84,,Ahmedabad,
ORD0014427,CUST007713,18-08-2024,2024-08-20,SHIPPED,credit card,2774.84,312.7,1065.09,HYDERABAD,
ORD0014428,CUST002079,2025-05-13,,DELIVERED,EMI,1722.64,16.53,294.41,Kolkata,
ORD0014429,CUST008384,2025-08-07,2025-08-09,Shipped,Credit Card,15609.53,105.41,139.4,Bangalore,
ORD0014430,CUST005842,2025-10-24,2025-11-08,canceled,UPI,149616.79,303.73,7424.29,NAGPUR,SALE92
ORD0014431,CUST008781,,,DELIVERED,,,478.62,,ahmedabad,
ORD0014432,CUST006557,2024-08-23,2024-08-24,,EMI,90165.74,398.64,8481.93,JAIPUR,SALE42
ORD0014433,CUST001975,2024-09-14,2024-09-16,In Transit,,123579.59,215.87,30882.33,Lucknow,
ORD0014434,CUST007949,2023-06-25,2023/04/07,In Transit,EMI,9409.29,66.35,2263.58,Nagpur,
ORD0014435,CUST005784,2024-03-15,2024-03-29,DELIVERED,Cash on Delivery,-1466.45,341.59,126.32,Pune,
ORD0014436,CUST004316,2026-02-19,2026-03-05,shipped,Credit Card,65139.23,44.56,24665.55,Nagpur,SALE74
ORD0014437,CUST005957,2024-12-29,2025/03/01,In Transit,UPI,-134324.46,496.17,48795.22,Chennai,
ORD0014438,CUST004103,2026-04-13,2026-04-14,shipped,Card,29156.21,103.08,10297.48,chennai,
ORD0014439,CUST000529,17-10-2023,2023-10-19,,N/A,74286.49,,25278.91,delhi,
ORD0014440,CUST004979,,18-07-2024,Cancelled,Wallet,79496.45,162.22,,,
ORD0014441,CUST008000,2023-10-13,,Returned,Credit Card,101488.72,421.26,29476.79,Lucknow,
ORD0014442,CUST002884,2026-02-04,2026-02-14,In Transit,Card,95426.44,78.51,6490.26,Chennai,
ORD0014443,CUST99500,2026-03-04,2026-03-11,Pending,EMI,34226.75,47.12,3779.03,Jaipur,SALE19
ORD0014444,CUST005999,,2024-06-10,Pending,,86311.85,-50,29612.83,Bangalore,
ORD0014445,CUST009918,2024-09-26,2024-10-04,Processing,Debit Card,0,91.32,14973.85,Jaipur,SALE80
ORD0014446,CUST005269,2024-03-12,2024-03-25,DELIVERED,online,21692.21,82.25,8129.65,pune,
ORD0014447,CUST006675,,2026-05-31,delivered,UPI ,2211.94,380.1,34.05,Lucknow,SALE82
ORD0014448,CUST007993,,2025-09-28,Processing,online,3092.88,175.36,595.91,Bhopal,
ORD0014449,CUST008808,2024-09-14,2024-09-18,Returned,UPI,50882.35,365.63,9839.3,NAGPUR,
ORD0014450,CUST001020,2024-07-07,2024-07-22,DELIVERED,EMI,39865.46,14.9,15607.48,chennai,
ORD0014451,CUST007178,28-07-2023,02-08-2023,SHIPPED,online,62235.14,122.91,8950.17,Chennai,
ORD0014452,CUST006034,2024/16/11,2024-11-21,cancelled,Card,84595.23,139.46,12406.5,Nagpur,SALE67
ORD0014453,CUST009166,2025-05-23,2025-05-25,returned,Net Banking,48468.49,445.96,,INDORE,
ORD0014454,CUST006364,2025-12-20,2025-12-21,SHIPPED,upi,9999999,262.81,828.51,Nagpur,SALE56
ORD0014455,CUST003368,2025-03-29,08/04/2025,NA,Debit Card,39475.06,487.94,,Kolkata,
ORD0014456,CUST004686,2024-01-09,10-01-2024,canceled,UPI,100038.19,464.89,38358.71,Pune,SALE20
ORD0014457,CUST009035,26-01-2025,2025-02-08,shipped,Wallet,108291.39,50.11,22814.58,Delhi,SALE56
ORD0014458,CUST000608,2024-08-22,2024-09-04,Delivered,Net Banking,13847.06,273.57,2754.39,Jaipur ,
ORD0014459,CUST99401,2024-09-21,2024-09-26,returned,N/A,84266.95,314.96,14968.2,mumbai,
ORD0014460,CUST000366,2025-08-01,2025-08-10,,Wallet,108471.2,232.92,12434.23,Jaipur,SALE86
ORD0014461,CUST004466,2026-02-13,2026-02-21,Cancelled,Cod,40919.23,346.91,671.5,Chennai,
ORD0014462,CUST002862,2026-04-16,,cancelled,Cash on Delivery,146502.65,-50,4837.72,AHMEDABAD,
ORD0014463,CUST002434,2025/03/10,2025-10-09,,Cash on Delivery,57519.37,172.17,10858.61,Bhopal,
ORD0014464,CUST005353,2024-11-11,2024-11-20,shipped,COD,94150.37,120.37,34432.15,Bangalore,
ORD0014465,CUST002889,26-07-2023,2023-08-03,canceled,Cash on Delivery,42124.87,313.8,8813.31,INDORE,SALE78
ORD0014466,CUST004408,2026-03-30,2026-04-10,Processing,Wallet,142277.47,326.42,24572.3,Jaipur,SALE96
ORD0014467,CUST006507,2025-10-25,05-11-2025,Cancelled,Cash on Delivery,84542.69,298.38,4876.8,Mumbai,
ORD0014468,CUST007620,2024-08-16,2024-08-19,,Wallet,11221.34,82.23,61.73,CHENNAI,
ORD0014469,CUST007519,2026-03-10,13-03-2026,canceled,Net Banking,-38917.91,342.77,5379.61,Chennai,
ORD0014470,CUST007780,2026-03-20,,In Transit,N/A,-67942.51,300.24,13108.58,Lucknow,
ORD0014471,CUST008893,2025-04-16,2025-04-17,canceled,COD,0,413.69,37046.95,Chennai,
ORD0014472,CUST000510,2024-10-16,2024-10-22,returned,UPI ,142967.26,499.97,50370.63,Chennai,
ORD0014473,CUST007215,2023-11-21,2023-11-25,cancelled,UPI,68730.59,192.63,14925.9,bangalore,SALE64
ORD0014474,CUST004557,2024-05-05,2024-05-06,canceled,EMI,7505.85,367.65,771.67,Lucknow,
ORD0014475,CUST002490,22/05/2024,2024-05-23,Cancelled,Debit Card,9800.37,256.63,2115.4,PATNA,SALE03
ORD0014476,CUST000677,03/05/2024,2024-05-07,delivered,COD,8035.54,447.83,,Ahmedabad,
ORD0014477,CUST001540,16/12/2025,,delivered,credit card,81623.78,253.07,,Bangalore,
ORD0014478,CUST002627,2025-06-02,,DELIVERED,online,26160.52,202.57,7335.7,SURAT,SALE25
ORD0014479,CUST001542,,,NA,upi,102530.13,330.9,27100.84,AHMEDABAD,
ORD0014480,CUST002283,2026-04-21,2026-05-03,Cancelled,UPI ,108549.05,374.54,25224.5,Hyderabad,
ORD0014481,CUST000526,2025-06-04,2025-06-11,DELIVERED,upi,86942.76,400.66,6534.4,lucknow,
ORD0014482,CUST009429,16/07/2025,,,Wallet,14576.38,248.65,3779.85,Delhi,SALE80
ORD0014483,CUST004900,2025-04-27,2025-05-09,,Net Banking,58746.1,212.97,156.85,Surat,
ORD0014484,CUST007771,2025-07-01,,,COD,125944.86,334.52,45857.39,Jaipur,
ORD0014485,CUST009003,2025-01-28,2025-01-29,SHIPPED,N/A,64385.72,58.74,3619.26,Bhopal,
ORD0014486,CUST005584,2024-08-05,2024-08-15,In Transit,UPI,37576.34,212.95,10370.85,MUMBAI,
ORD0014487,CUST002870,2024-09-22,,CANCELLED,Net Banking,139249.26,370.0,19991.51,Jaipur,SALE54
ORD0014488,CUST007562,2024-02-10,2024-02-16,DELIVERED,,38880.64,406.54,3746.69,Nagpur,
ORD0014489,CUST007987,2026-04-07,,delivered,Net Banking,95750.2,259.58,26729.04, Pune,
ORD0014490,CUST009333,12-12-2024,2024-12-21,cancelled,Cash on Delivery,49952.45,80.82,9339.63,Delhi,
ORD0014491,CUST009007,2023-08-31,2023-09-04,Shipped,Card,113017.4,274.51,44472.14,Lucknow,
ORD0014492,CUST001364,2025-09-03,2025-09-08,delivered,online,68849.14,284.93,7108.45,Chennai,SALE18
ORD0014493,CUST009773,03/12/2025,2025-12-16,cancelled,,55349.46,267.99,16815.21,Hyderabad,
ORD0014494,CUST000115,2024-06-28,,cancelled,Wallet,47402.58,90.1,18215.61,Chennai,
ORD0014495,CUST003463,,,Returned,Net Banking,86269.72,315.73,33148.82,Patna,SALE28
ORD0014496,CUST008395,2024-05-05,2024-05-17,Processing,UPI ,55758.99,138.18,,Kolkata,
ORD0014497,CUST003839,2025-08-11,23-08-2025,Pending,Wallet,19494.77,307.2,1601.3,Pune,SALE82
ORD0014498,CUST000177,2025-09-11,2025-09-21,NA,upi,,299.55,17919.76,Chennai,
ORD0014499,CUST001633,2024-03-20,,Processing,Cash on Delivery,130251.15,14.74,3065.06,Delhi,
ORD0014500,CUST000933,2025/07/03,2025-03-08,Delivered,UPI,47210.62,70.97,,Lucknow,
ORD0014501,CUST005040,2023-11-20,2023-11-28,Returned,Cod,54523.81,15.15,3627.81,JAIPUR,SALE61
ORD0014502,CUST004716,2024-06-27,2024-07-06,Shipped,UPI,73825.32,400.53,29058.55,Kolkata,
ORD0014503,CUST000878,2023-10-15,2023-10-20,,Net Banking,86793.72,159.51,30876.14,Hyderabad,
ORD0014504,CUST004459,2024-12-19,2024-12-23,delivered,Debit Card,149520.8,200.73,21859.5,Surat,
ORD0014505,CUST002078,,2026-02-14,DELIVERED,Debit Card,24941.73,32.65,8405.91,DELHI,
ORD0014506,CUST000616,24-10-2024,2024-11-03,Processing,credit card,50371.71,104.72,2259.9, Pune,SALE09
ORD0014507,CUST009737,2024-06-23,,Processing,Card,148831.46,,3580.7,Surat,
ORD0014508,CUST003358,2025-05-18,2025-05-22,Returned,Cod,32542.39,322.68,388.95,Bangalore,SALE62
ORD0014509,CUST009201,2025-07-29,,delivered,UPI ,144373.96,176.51,57185.47,bhopal,SALE56
ORD0014510,CUST005658,2025-11-01,2025-11-16,Processing,N/A,4320.3,454.1,1372.96,bhopal,SALE41
ORD0014511,CUST000070,2025-12-31,2026-01-04,CANCELLED,EMI,105505.79,470.14,31798.98,Kolkata,
ORD0014512,CUST006614,2024-07-30,2024-08-13,In Transit,COD,104957.97,84.44,31801.38,Kolkata,
ORD0014513,CUST000877,2023-10-26,2023-10-31,In Transit,,,232.23,,jaipur,
ORD0014514,CUST007391,2024-07-31,2024-08-10,Cancelled,UPI ,120520.18,469.0,41144.69,Delhi,
ORD0014515,CUST007225,2024-12-20,2024-12-30,canceled,,77888.82,,25222.53,Patna,
ORD0014516,CUST000959,,2026-03-15,Pending,Credit Card,29093.1,463.98,9416.89,jaipur,
ORD0014517,CUST003438,21/09/2025,2025-09-25,DELIVERED,COD,80504.69,478.54,23153.24,Hyderabad,
ORD0014518,CUST000493,2025-12-04,2025-12-11,Returned,Cash on Delivery,133601.16,,35108.78,Pune,SALE63
ORD0014519,CUST000005,2023-09-18,2023-09-20,delivered,N/A,73367.93,94.91,,Surat,SALE13
ORD0014520,CUST008734,2023-11-21,2023-11-26,CANCELLED,upi,50570.72,359.12,4196.98,Ahmedabad,
ORD0014521,CUST006348,,2025-11-09,DELIVERED,online,118602.1,421.38,,Chennai ,
ORD0014522,CUST000450,2024-12-31,2025-01-12,Cancelled,Wallet,145326.32,143.06,,bangalore,SALE86
ORD0014523,CUST000483,2024-12-02,2024-12-10,canceled,Wallet,16047.78,129.01,,Pune,
ORD0014524,CUST006380,2023-06-05,2023-06-17,returned,,131639.13,227.31,41963.67,jaipur,
ORD0014525,CUST007826,2024-06-06,2024-06-14,DELIVERED,N/A,68721.04,381.39,5314.01,Hyderabad ,
ORD0014526,CUST007454,2023-12-12,2023/24/12,NA,Card,-121433.67,69.66,33512.26,Lucknow,
ORD0014527,CUST001226,2026/14/04,18/04/2026,delivered,online,120451.92,397.67,15936.86,Pune,
ORD0014528,CUST007964,2024-04-28,2024-05-13,canceled,COD,55273.37,278.53,8976.64, Bhopal,
ORD0014529,CUST008082,19-11-2024,2024-11-26,SHIPPED,COD,15023.04,467.84,1722.19, Bangalore,SALE29
ORD0014530,CUST008137,2024-04-03,2024-04-18,,Wallet,98353.93,480.61,2356.37,Lucknow,
ORD0014531,CUST009332,,2024-05-29,DELIVERED,Credit Card,103003.53,89.38,26384.68,Surat,
ORD0014532,CUST007930,2025-08-22,2025-08-30,returned,online,65120.37,412.81,20857.51,Bhopal,
ORD0014533,CUST005009,2025-02-26,,delivered,,27062.0,411.38,,Jaipur,
ORD0014534,CUST008251,2023-11-04,2023-11-16,Delivered,online,121464.64,11.98,34602.98,Lucknow,SALE89
ORD0014535,CUST002560,,05/11/2024,Returned,upi,-66702.95,314.27,5963.48,Surat,
ORD0014536,CUST006855,2024-09-28,2024-10-03,Returned,,147087.32,453.31,52852.42,Bhopal,SALE03
ORD0014537,CUST009813,,04/06/2024,NA,N/A,-57910.21,350.89,7666.84,Bhopal,SALE47
ORD0014538,CUST003957,2025-11-29,08/12/2025,SHIPPED,Cod,79479.44,197.44,21913.86,Surat,
ORD0014539,CUST000296,2023-09-01,2023-09-06,canceled,COD,9999999,265.28,54061.22,MUMBAI,
ORD0014540,CUST008525,,2025-10-26,Processing,Cash on Delivery,-119237.49,26.16,38516.96,Lucknow,
ORD0014541,CUST009836,2025-08-16,2025-08-23,Delivered,,137269.11,461.86,45380.99,Chennai,
ORD0014542,CUST006988,,2025-05-09,canceled,,127385.15,251.19,41433.46,BHOPAL,
ORD0014543,CUST004443,2023-09-09,,cancelled,Cash on Delivery,97451.27,311.08,2202.05,Lucknow,
ORD0014544,CUST99334,2025-01-07,2025-01-09,SHIPPED,credit card,72287.99,36.26,12189.18,Nagpur ,
ORD0014545,CUST000855,16/03/2024,2024-03-17,CANCELLED,upi,121729.82,107.76,4947.18,Lucknow,
ORD0014546,CUST008342,,2025-02-05,Shipped,Cod,57807.57,337.97,12721.94,SURAT,SALE81
ORD0014547,CUST008797,2025-01-07,2025-01-18,,Debit Card,117168.43,125.13,41474.25,Chennai,
ORD0014548,CUST009897,2026-01-08,2026-01-23,In Transit,credit card,102409.96,274.99,,Hyderabad,SALE61
ORD0014549,CUST006583,,26-06-2025,cancelled,Card,11830.16,119.04,4046.59,delhi,SALE43
ORD0014550,CUST001189,2023-09-26,2023-10-04,returned,online,129643.65,59.72,35727.41,Surat,SALE69
ORD0014551,CUST006072,2025-03-18,2025-03-24,delivered,upi,2794.01,133.15,259.5,Delhi ,
ORD0014552,CUST005046,2026-02-15,,SHIPPED,Credit Card,84931.04,260.0,20466.02,Ahmedabad,
ORD0014553,CUST005850,,2024-02-05,shipped,EMI,54269.89,239.65,20010.61,Chennai,SALE98
ORD0014554,CUST009625,2025-04-29,09-05-2025,Cancelled,Cod,140356.21,,8772.51,Chennai,
ORD0014555,CUST004982,2025-01-04,2025-01-05,canceled,Cod,142391.92,279.24,7644.55,Indore,
ORD0014556,CUST006057,31/03/2024,2024-04-07,Returned,UPI,74937.26,9999,4504.15,Bangalore ,
ORD0014557,CUST000788,2023-07-12,,CANCELLED,Cash on Delivery,129675.65,215.13,3694.44, Delhi,
ORD0014558,CUST004440,2024-12-03,2024-12-04,canceled,UPI ,38255.98,125.22,8479.29,Ahmedabad,
ORD0014559,CUST009242,25-06-2023,2023-06-27,CANCELLED,Cod,-57037.45,155.04,10241.13,Patna,
ORD0014560,CUST006531,2026-04-06,2026-04-07,SHIPPED,credit card,-141615.08,53.18,13643.97,Mumbai,
ORD0014561,CUST001361,2025-04-15,,canceled,upi,27317.03,146.26,9424.45,,
ORD0014562,CUST007675,08/09/2025,,returned,upi,118977.96,345.83,18117.65,Bangalore,
ORD0014563,CUST009492,2024-05-23,2024-06-05,NA,N/A,39053.79,246.03,5462.15,chennai,
ORD0014564,CUST005562,2025-02-06,,Pending,Wallet,121311.95,129.0,21059.42,Patna,
ORD0014565,CUST003843,2023-08-04,2023-08-11,DELIVERED,Cod,75750.24,152.05,6956.75,kolkata,
ORD0014566,CUST000026,04-08-2024,,shipped,upi,55186.86,,,Ahmedabad,
ORD0014567,CUST000346,2023-11-02,2023-11-05,Delivered,Net Banking,90097.77,477.2,1638.01,BANGALORE,SALE77
ORD0014568,CUST009036,2023-12-27,2024-01-10,shipped,COD,105641.74,338.02,8435.52,Delhi,
ORD0014569,CUST000737,2024-02-20,2024-02-26,delivered,upi,86427.84,296.68,26717.43,Ahmedabad,
ORD0014570,CUST003212,2024-06-22,2024-06-29,In Transit,online,8780.4,19.27,1872.7,HYDERABAD,SALE66
ORD0014571,CUST003070,2024-08-10,24/08/2024,In Transit,UPI ,70196.53,357.89,7869.78,Chennai,SALE53
ORD0014572,CUST009642,,2024-08-09,DELIVERED,Card,122723.97,9999,12636.69,Nagpur,
ORD0014573,CUST001463,,2025-02-11,Returned,Cod,130356.81,209.43,41477.22,HYDERABAD,SALE88
ORD0014574,CUST006840,2025-09-09,2025-09-22,Cancelled,credit card,144714.69,22.38,10765.03,Ahmedabad,SALE70
ORD0014575,CUST006901,2024-11-05,08-11-2024,returned,online,-98653.16,33.2,26806.48,Bhopal,SALE23
ORD0014576,CUST006358,2024-01-05,,canceled,N/A,134253.14,82.97,49333.98,Ahmedabad,
ORD0014577,CUST000988,2024-04-13,2024/28/04,Shipped,Debit Card,136876.99,488.42,33581.5,Kolkata,
ORD0014578,CUST007957,2025-01-06,2025-01-09,delivered,Credit Card,124777.44,153.0,33359.18,Indore,SALE87
ORD0014579,CUST000462,2025-12-14,,Delivered,upi,9701.84,,3663.69,Hyderabad ,
ORD0014580,CUST009376,2025-08-05,2025-08-13,Returned,Credit Card,138831.24,53.57,1074.73,Delhi,SALE73
ORD0014581,CUST006548,2026-04-02,10/04/2026,NA,UPI,113280.9,407.97,44603.49,INDORE,
ORD0014582,CUST009043,2025-11-15,2025-11-19,canceled,Cash on Delivery,121187.76,-50,,HYDERABAD,
ORD0014583,CUST002348,2024-04-19,2024-04-26,DELIVERED,UPI ,69257.47,372.19,7966.58,Pune,
ORD0014584,CUST006915,2026-02-19,2026-02-26,Shipped,Wallet,123871.77,35.61,32149.13,Chennai,
ORD0014585,CUST003930,,2024-06-30,,Debit Card,0,383.76,41423.42,,SALE69
ORD0014586,CUST000954,2025-09-12,2025-09-19,canceled,UPI,60862.73,426.97,14585.24,Chennai,
ORD0014587,CUST007541,01-08-2025,2025-08-04,Returned,Credit Card,0,277.95,572.92,LUCKNOW,
ORD0014588,CUST005469,2024-07-17,2024-08-01,Returned,Net Banking,19046.95,54.32,915.46, Jaipur,
ORD0014589,CUST001672,2024-03-28,2024-04-12,SHIPPED,Cod,23653.53,290.11,4434.79,Mumbai,
ORD0014590,CUST006457,2026-01-25,2026-02-01,,EMI,127315.42,173.19,,Surat,SALE76
ORD0014591,CUST006904,26/12/2024,2024-12-28,canceled,COD,134634.48,72.57,36798.54,Bangalore,
ORD0014592,CUST009642,2026-02-28,,,upi,18777.4,484.66,244.36,Hyderabad,
ORD0014593,CUST005390,25-05-2024,,Cancelled,online,83686.69,109.73,28466.91,Nagpur,
ORD0014594,CUST008390,2025-04-13,2025-04-28,Shipped,Wallet,58699.75,211.48,13270.05,PUNE,
ORD0014595,CUST002014,2026-05-10,2026-05-25,returned,Net Banking,0,189.46,65.62,delhi,
ORD0014596,CUST006685,,21-09-2025,Returned,Net Banking,131181.02,498.35,52444.92,Delhi,
ORD0014597,CUST005976,2025-03-02,09-03-2025,,COD,0,,8139.98,Delhi ,SALE74
ORD0014598,CUST004026,2024-08-09,2024-08-11,cancelled,Net Banking,56279.07,397.73,18340.64,Jaipur,
ORD0014599,CUST004173,2024-05-30,2024-06-04,Shipped,COD,149457.31,363.95,47666.19,mumbai,
ORD0014600,CUST008818,,2024-06-27,Returned,UPI ,135006.82,363.39,21596.34,Delhi,SALE49
ORD0014601,CUST008177,2025-12-29,10/01/2026,cancelled,UPI ,18750.2,93.56,2826.45,Jaipur,
ORD0014602,CUST005769,2024-12-05,2024-12-19,Processing,online,119118.08,271.22,36366.94,Jaipur,SALE19
ORD0014603,CUST000275,2024-11-14,2024-11-19,NA,UPI,52558.24,321.33,12795.94,kolkata,
ORD0014604,CUST007434,2023-10-02,2023-10-12,,EMI,68297.48,8.87,,kolkata,
ORD0014605,CUST003874,2025-02-06,13/02/2025,Cancelled,Net Banking,149171.18,460.03,42739.72,Nagpur,SALE85
ORD0014606,CUST002080,,,Pending,Credit Card,82583.1,360.57,8192.73,,
ORD0014607,CUST005534,2026-01-16,2026-01-29,In Transit,UPI ,137579.75,292.34,,Hyderabad,
ORD0014608,CUST004862,2024/17/05,2024-05-31,returned,Cod,35681.63,148.73,12181.77,Nagpur,
ORD0014609,CUST007929,2026-02-14,2026-02-25,In Transit,,57015.56,218.43,419.62,Jaipur,SALE76
ORD0014610,CUST003807,08-04-2026,2026-04-18,Processing,,114088.01,338.49,1551.87,pune,
ORD0014611,CUST005727,2024-03-15,,Shipped,UPI ,0,457.56,910.18,Jaipur,
ORD0014612,CUST007632,,2023-11-14,Pending,Debit Card,121542.37,328.45,5609.31,Delhi,
ORD0014613,CUST006760,,,,online,135874.46,193.96,14727.05,Bangalore,
ORD0014614,CUST002729,2025-01-29,10-02-2025,Pending,Card,-51110.47,271.07,1630.11,Kolkata,
ORD0014615,CUST009162,10-05-2025,2025-05-20,Delivered,Debit Card,74129.53,204.91,,Ahmedabad,
ORD0014616,CUST005237,2025-04-10,2025-04-12,Returned,Card,0,139.6,178.83, Nagpur,
ORD0014617,CUST003996,2024-12-09,2024-12-14,Processing,Net Banking,9297.83,117.01,1469.94,Chennai,
ORD0014618,CUST006529,2024-07-14,2024-07-19,SHIPPED,Wallet,9247.41,357.16,,Delhi,SALE75
ORD0014619,CUST000565,2025-05-28,2025-06-06,Cancelled,Debit Card,160.28,,57.28,Patna,
ORD0014620,CUST003772,2025-03-04,2025-03-18,returned,credit card,5521.91,69.73,328.43,Jaipur,
ORD0014621,CUST009974,2025-09-06,2025-09-15,shipped,N/A,45562.6,-50,14730.07,Delhi,
ORD0014622,CUST99906,2023-12-02,2023/10/12,canceled,Debit Card,91847.96,237.12,,Patna,
ORD0014623,CUST002655,2026-02-03,2026-02-09,delivered,Wallet,115170.51,199.69,43112.69,Pune,
ORD0014624,CUST001488,2025-05-03,2025-05-04,Shipped,Cod,80351.52,268.03,,Delhi,
ORD0014625,CUST004062,2025-07-13,2025-07-22,Processing,upi,9999999,395.23,4986.68,Ahmedabad,SALE68
ORD0014626,CUST007504,2023-10-27,2023-11-04,CANCELLED,UPI,54743.79,433.94,4001.16,Nagpur,
ORD0014627,CUST001724,2025-06-09,2025-06-23,Processing,UPI,100337.62,307.46,29090.0,Lucknow,
ORD0014628,CUST006170,2025-12-04,2025-12-16,returned,Credit Card,118331.92,196.64,,Patna,SALE21
ORD0014629,CUST009697,2025-02-22,08/03/2025,returned,EMI,101298.87,454.02,5393.03,hyderabad,SALE74
ORD0014630,CUST009214,2024-10-03,2024-10-14,SHIPPED,EMI,4592.54,437.44,1496.75,Ahmedabad,
ORD0014631,CUST004452,2023-07-16,2023-07-22,NA,Credit Card,109152.07,,41747.53,Ahmedabad,SALE60
ORD0014632,CUST000173,2026-04-24,2026-05-03,Cancelled,Credit Card,21434.85,282.93,4120.61,Delhi,
ORD0014633,CUST009710,2025-11-06,2025-11-08,canceled,Credit Card,9999999,468.61,19107.71,Delhi,SALE73
ORD0014634,CUST002057,2024-05-19,28/05/2024,DELIVERED,online,-133904.47,182.34,47037.18,Nagpur ,
ORD0014635,CUST006765,01-01-2024,2024-01-05,Processing,Net Banking,-111970.6,140.91,44240.54,Kolkata,SALE64
ORD0014636,CUST006156,2026-05-10,2026-05-16,delivered,UPI,59274.49,393.56,8015.26,Indore,
ORD0014637,CUST002347,2025-06-01,02-06-2025,returned,credit card,5823.11,90.93,196.09,Kolkata,
ORD0014638,CUST007330,2024-09-21,2024-10-03,Shipped,Cod,0,173.77,8580.31,Nagpur,
ORD0014639,CUST005245,30-09-2024,2024/12/10,cancelled,Wallet,129230.02,358.25,18363.93,Hyderabad,
ORD0014640,CUST009299,2025-09-26,2025-09-27,canceled,EMI,46879.82,,14666.95,Bhopal,SALE09
ORD0014641,CUST006406,2024-05-24,,Delivered,UPI ,29763.48,337.24,6283.18,Bhopal,
ORD0014642,CUST99455,2024-01-11,2024-01-17,Pending,,20057.35,296.18,6426.8,Ahmedabad,
ORD0014643,CUST007974,2024-10-19,2024-10-28,Delivered,Cod,45446.59,109.82,1991.35,Pune,
ORD0014644,CUST002250,2025-08-15,2025-08-23,SHIPPED,,90627.42,437.93,2291.17,Ahmedabad,SALE02
ORD0014645,CUST006978,2025-03-06,,Shipped,Wallet,51606.97,58.7,7225.35,BANGALORE,
ORD0014646,CUST000761,2024-07-31,,CANCELLED,Debit Card,-99351.18,53.85,26605.77,Nagpur,SALE24
ORD0014647,CUST005913,2026-02-20,07/03/2026,Delivered,Wallet,77923.73,468.24,4418.9,Lucknow,
ORD0014648,CUST005638,2024-02-19,2024-02-28,canceled,COD,246.02,486.12,28.24,ahmedabad,SALE45
ORD0014649,CUST006487,2024/04/11,05/11/2024,In Transit,UPI,58220.97,379.2,12758.91,Pune,
ORD0014650,CUST000186,2023-09-19,,Processing,Credit Card,70206.89,32.57,27110.33,Patna,
ORD0014651,CUST006889,,2024-03-20,canceled,credit card,26343.0,311.44,8486.82,Bangalore ,SALE48
ORD0014652,CUST99498,2023-08-11,2023-08-18,delivered,Net Banking,81922.05,,25607.66,Delhi,
ORD0014653,CUST002985,2023-09-30,03-10-2023,shipped,Credit Card,0,260.08,44288.69,Delhi,
ORD0014654,CUST004128,2024-04-05,,NA,Net Banking,103252.49,340.93,33803.06,Nagpur,
ORD0014655,CUST008237,2024-06-27,2024-07-07,returned,upi,93764.53,144.08,34885.27,Pune,
ORD0014656,CUST006378,2023-06-09,11-06-2023,Shipped,upi,98066.79,436.98,27652.58,Pune,
ORD0014657,CUST004550,2023-09-09,2023-09-11,delivered,upi,-143295.8,358.39,,Patna,
ORD0014658,CUST007767,2026-02-22,,delivered,EMI,,123.06,3735.52,Jaipur,
ORD0014659,CUST003976,25/03/2026,,shipped,online,75938.1,9999,11390.95,PATNA,
ORD0014660,CUST008655,2025-06-29,2025-07-05,DELIVERED,Credit Card,57251.37,257.89,12473.2,Indore,
ORD0014661,CUST002735,2025-03-23,2025-04-01,CANCELLED,EMI,0,329.75,13897.66,SURAT,
ORD0014662,CUST001333,2023-12-19,2024-01-03,canceled,Wallet,116041.55,177.22,,Pune,
ORD0014663,CUST006531,2024-04-16,2024-04-24,In Transit,Debit Card,12922.22,373.71,297.8,Mumbai,
ORD0014664,CUST008296,2024-10-07,2024-10-21,shipped,upi,135075.68,492.06,39863.16,Surat,
ORD0014665,CUST003438,27-04-2026,2026-05-12,Processing,Credit Card,106584.93,12.81,11045.67,SURAT,SALE53
ORD0014666,CUST000603,2023-09-29,2023-10-03,shipped,EMI,100130.38,,7423.87,Surat,SALE84
ORD0014667,CUST009916,2026/18/05,2026-06-02,delivered,online,122202.56,64.65,29713.95,kolkata,
ORD0014668,CUST002235,,2025-01-20,Processing,UPI,110033.13,498.38,7418.46,Ahmedabad,
ORD0014669,CUST002284,2025-12-23,2026-01-06,cancelled,UPI ,92525.89,470.05,21024.25, Bhopal,
ORD0014670,CUST004587,2024-07-31,2024-08-06,Returned,UPI,144550.04,9999,3047.28,DELHI,
ORD0014671,CUST005489,17/12/2024,01-01-2025,shipped,online,6006.21,325.52,1748.87,bangalore,
ORD0014672,CUST007323,2025/01/07,2025-07-12,DELIVERED,UPI ,111299.19,362.94,13490.52,Kolkata,
